,,Total,,Total Consumer,,Usership,,,,,,Suatainability advocacy,,,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,,Total Investor,,,,Investment,,,,,,highest proportion investment,,,,,,,,Industry,,,,,,Suatainability advocacy,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,
,,Total,,Total Consumer,,Total,,CRC user,,Non CRC user,,Total,,Will buy the product/service even if it is more expensive than the regular product/service,,Will buy the product/service even if it is much more expensive than the regular product/service,,Will buy the product/service regardless of the price,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,,Total Investor,,2,,Total,,CRC invester,,CRC non invester,,Total,,PTT,,CPALL,,OR,,Total,,Retail,,Non retail,,Total,,4,,5,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,>55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,
,,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N
,3 [=3],33%,53,36%,33,39%,30,41%,27,27%,3,30%,12,20%,3,50%,5,27%,4,36%,33,60%,6,20%,1,36%,24,20%,2,39%,30,27%,7,56%,19,24%,4,36%,33,32%,9,38%,24,36%,33,36%,9,35%,11,38%,8,33%,5,36%,33,30%,13,41%,20,31%,4,60%,6,38%,6,40%,4,36%,33,29%,2,47%,14,31%,17,,,28%,20,28%,20,41%,7,24%,13,31%,13,24%,5,67%,6,17%,2,28%,20,30%,12,26%,8,28%,18,33%,7,25%,11,28%,20,,,33%,2,27%,16,40%,2,27%,16,24%,8,36%,8,,,28%,20,41%,14,16%,6,28%,20,14%,1,34%,10,26%,5,38%,3,13%,1,36%,33,30%,13,41%,20,31%,4,60%,6,38%,6,40%,4,28%,20,30%,8,26%,9,30%,3
,4 [=4],22%,36,22%,20,23%,18,23%,15,27%,3,28%,11,27%,4,20%,2,33%,5,22%,20,20%,2,,,24%,16,20%,2,23%,18,31%,8,24%,8,12%,2,22%,20,25%,7,20%,13,22%,20,20%,5,26%,8,14%,3,27%,4,22%,20,28%,12,16%,8,8%,1,10%,1,13%,2,40%,4,22%,20,43%,3,13%,4,24%,13,,,23%,16,23%,16,29%,5,20%,11,24%,10,29%,6,11%,1,25%,3,23%,16,20%,8,26%,8,25%,16,14%,3,30%,13,23%,16,,,33%,2,22%,13,20%,1,22%,13,21%,7,27%,6,,,23%,16,15%,5,30%,11,23%,16,43%,3,24%,7,21%,4,25%,2,,,22%,20,28%,12,16%,8,8%,1,10%,1,13%,2,40%,4,23%,16,26%,7,24%,8,10%,1
,Extremely aligned [=5],15%,25,10%,9,12%,9,11%,7,18%,2,23%,9,27%,4,,,33%,5,10%,9,,,,,13%,9,,,12%,9,27%,7,,,12%,2,10%,9,11%,3,9%,6,10%,9,,,10%,3,14%,3,20%,3,10%,9,12%,5,8%,4,15%,2,,,13%,2,,,10%,9,14%,1,10%,3,9%,5,,,23%,16,23%,16,24%,4,22%,12,14%,6,19%,4,11%,1,8%,1,23%,16,25%,10,19%,6,25%,16,10%,2,32%,14,23%,16,100%,1,33%,2,19%,11,40%,2,20%,12,33%,11,5%,1,,,23%,16,18%,6,27%,10,23%,16,29%,2,24%,7,26%,5,13%,1,13%,1,10%,9,12%,5,8%,4,15%,2,,,13%,2,,,23%,16,19%,5,29%,10,10%,1
,Top 2 Boxes [4-5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bottom 3 Boxes [1-3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22) Boots Retail Thailand,Total,100%,313,100%,210,100%,150,100%,126,100%,24,100%,81,100%,29,100%,24,100%,28,100%,210,100%,27,100%,28,100%,123,100%,32,100%,150,100%,55,100%,57,100%,38,100%,210,100%,78,100%,132,100%,210,100%,40,100%,65,100%,63,100%,42,100%,210,100%,110,100%,100,100%,24,100%,25,100%,27,100%,24,100%,210,100%,24,100%,55,100%,131,,,100%,103,100%,103,100%,23,100%,80,100%,64,100%,25,100%,20,100%,19,100%,103,100%,54,100%,49,100%,88,100%,31,100%,57,100%,103,100%,6,100%,10,100%,81,100%,6,100%,87,100%,38,100%,36,100%,13,100%,103,100%,56,100%,47,100%,103,100%,9,100%,34,100%,26,100%,17,100%,17,100%,210,100%,110,100%,100,100%,24,100%,25,100%,27,100%,24,100%,103,100%,42,100%,40,100%,21
,Not at all alignedl [=1],6%,20,6%,12,5%,7,5%,6,4%,1,2%,2,,,8%,2,,,6%,12,11%,3,4%,1,3%,4,13%,4,5%,7,,,4%,2,13%,5,6%,12,8%,6,5%,6,6%,12,5%,2,2%,1,10%,6,7%,3,6%,12,5%,6,6%,6,4%,1,8%,2,7%,2,4%,1,6%,12,,,7%,4,6%,8,,,8%,8,8%,8,4%,1,9%,7,5%,3,4%,1,,,11%,2,8%,8,7%,4,8%,4,5%,4,6%,2,4%,2,8%,8,,,,,10%,8,,,9%,8,8%,3,3%,1,31%,4,8%,8,5%,3,11%,5,8%,8,,,6%,2,4%,1,18%,3,12%,2,6%,12,5%,6,6%,6,4%,1,8%,2,7%,2,4%,1,8%,8,10%,4,3%,1,14%,3
,2 [=2],15%,46,15%,32,14%,21,14%,18,13%,3,11%,9,7%,2,13%,3,14%,4,15%,32,19%,5,32%,9,13%,16,6%,2,14%,21,7%,4,16%,9,21%,8,15%,32,17%,13,14%,19,15%,32,15%,6,15%,10,17%,11,12%,5,15%,32,17%,19,13%,13,25%,6,8%,2,15%,4,4%,1,15%,32,4%,1,7%,4,21%,27,,,14%,14,14%,14,9%,2,15%,12,14%,9,16%,4,5%,1,21%,4,14%,14,15%,8,12%,6,11%,10,19%,6,7%,4,14%,14,17%,1,,,16%,13,,,16%,14,8%,3,17%,6,38%,5,14%,14,14%,8,13%,6,14%,14,,,12%,4,15%,4,6%,1,29%,5,15%,32,17%,19,13%,13,25%,6,8%,2,15%,4,4%,1,14%,14,19%,8,5%,2,19%,4
,3 [=3],32%,101,33%,69,29%,43,31%,39,17%,4,22%,18,24%,7,25%,6,18%,5,33%,69,26%,7,36%,10,29%,36,50%,16,29%,43,18%,10,37%,21,32%,12,33%,69,38%,30,30%,39,33%,69,33%,13,26%,17,33%,21,43%,18,33%,69,34%,37,32%,32,29%,7,44%,11,19%,5,38%,9,33%,69,42%,10,25%,14,34%,45,,,31%,32,31%,32,30%,7,31%,25,34%,22,28%,7,55%,11,21%,4,31%,32,33%,18,29%,14,31%,27,45%,14,23%,13,31%,32,33%,2,30%,3,32%,26,17%,1,32%,28,21%,8,53%,19,8%,1,31%,32,43%,24,17%,8,31%,32,22%,2,35%,12,35%,9,24%,4,29%,5,33%,69,34%,37,32%,32,29%,7,44%,11,19%,5,38%,9,31%,32,29%,12,33%,13,33%,7
,4 [=4],32%,101,33%,69,39%,58,34%,43,63%,15,40%,32,41%,12,46%,11,32%,9,33%,69,37%,10,18%,5,39%,48,19%,6,39%,58,44%,24,40%,23,29%,11,33%,69,23%,18,39%,51,33%,69,43%,17,38%,25,24%,15,29%,12,33%,69,30%,33,36%,36,33%,8,28%,7,44%,12,38%,9,33%,69,42%,10,42%,23,27%,36,,,31%,32,31%,32,43%,10,28%,22,28%,18,32%,8,30%,6,21%,4,31%,32,30%,16,33%,16,35%,31,13%,4,47%,27,31%,32,50%,3,40%,4,27%,22,50%,3,29%,25,39%,15,22%,8,15%,2,31%,32,29%,16,34%,16,31%,32,33%,3,26%,9,35%,9,47%,8,18%,3,33%,69,30%,33,36%,36,33%,8,28%,7,44%,12,38%,9,31%,32,29%,12,40%,16,19%,4
,Extremely aligned [=5],14%,45,13%,28,14%,21,16%,20,4%,1,25%,20,28%,8,8%,2,36%,10,13%,28,7%,2,11%,3,15%,19,13%,4,14%,21,31%,17,4%,2,5%,2,13%,28,14%,11,13%,17,13%,28,5%,2,18%,12,16%,10,10%,4,13%,28,14%,15,13%,13,8%,2,12%,3,15%,4,17%,4,13%,28,13%,3,18%,10,11%,15,,,17%,17,17%,17,13%,3,18%,14,19%,12,20%,5,10%,2,26%,5,17%,17,15%,8,18%,9,18%,16,16%,5,19%,11,17%,17,,,30%,3,15%,12,33%,2,14%,12,24%,9,6%,2,8%,1,17%,17,9%,5,26%,12,17%,17,44%,4,21%,7,12%,3,6%,1,12%,2,13%,28,14%,15,13%,13,8%,2,12%,3,15%,4,17%,4,17%,17,14%,6,20%,8,14%,3
,Top 2 Boxes [4-5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bottom 3 Boxes [1-3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23) A.S. Watson Group,Total,100%,426,100%,292,100%,190,100%,154,100%,36,100%,133,100%,49,100%,43,100%,41,100%,292,100%,39,100%,38,100%,151,100%,64,100%,190,100%,73,100%,69,100%,48,100%,292,100%,126,100%,166,100%,292,100%,61,100%,93,100%,84,100%,54,100%,292,100%,139,100%,153,100%,39,100%,35,100%,42,100%,37,100%,292,100%,35,100%,75,100%,182,,,100%,134,100%,134,100%,26,100%,108,100%,82,100%,36,100%,25,100%,21,100%,134,100%,65,100%,69,100%,118,100%,41,100%,77,100%,134,100%,10,100%,20,100%,86,100%,18,100%,96,100%,45,100%,37,100%,14,100%,134,100%,67,100%,67,100%,134,100%,12,100%,56,100%,32,100%,20,100%,14,100%,292,100%,139,100%,153,100%,39,100%,35,100%,42,100%,37,100%,134,100%,49,100%,56,100%,29
,Not at all alignedl [=1],3%,12,3%,9,2%,3,1%,2,3%,1,,,,,,,,,3%,9,3%,1,5%,2,1%,2,6%,4,2%,3,,,,,6%,3,3%,9,4%,5,2%,4,3%,9,3%,2,2%,2,5%,4,2%,1,3%,9,2%,3,4%,6,5%,2,3%,1,7%,3,,,3%,9,,,3%,2,4%,7,,,2%,3,2%,3,4%,1,2%,2,2%,2,,,,,10%,2,2%,3,3%,2,1%,1,1%,1,,,1%,1,2%,3,,,,,3%,3,,,3%,3,2%,1,,,14%,2,2%,3,1%,1,3%,2,2%,3,,,2%,1,,,5%,1,7%,1,3%,9,2%,3,4%,6,5%,2,3%,1,7%,3,,,2%,3,2%,1,2%,1,3%,1
,2 [=2],12%,52,13%,38,12%,22,12%,18,11%,4,7%,9,4%,2,12%,5,5%,2,13%,38,15%,6,21%,8,11%,16,13%,8,12%,22,7%,5,10%,7,21%,10,13%,38,15%,19,11%,19,13%,38,11%,7,13%,12,11%,9,19%,10,13%,38,16%,22,10%,16,18%,7,11%,4,5%,2,8%,3,13%,38,6%,2,8%,6,16%,30,,,10%,14,10%,14,,,13%,14,11%,9,11%,4,8%,2,14%,3,10%,14,14%,9,7%,5,8%,9,15%,6,4%,3,10%,14,,,,,15%,13,6%,1,14%,13,7%,3,14%,5,36%,5,10%,14,10%,7,10%,7,10%,14,8%,1,5%,3,9%,3,10%,2,36%,5,13%,38,16%,22,10%,16,18%,7,11%,4,5%,2,8%,3,10%,14,16%,8,2%,1,17%,5
,3 [=3],27%,117,25%,74,24%,45,21%,32,36%,13,20%,27,20%,10,16%,7,24%,10,25%,74,18%,7,24%,9,25%,38,31%,20,24%,45,10%,7,29%,20,38%,18,25%,74,33%,42,19%,32,25%,74,26%,16,20%,19,31%,26,24%,13,25%,74,23%,32,27%,42,31%,12,23%,8,29%,12,27%,10,25%,74,17%,6,32%,24,24%,44,,,32%,43,32%,43,42%,11,30%,32,30%,25,28%,10,40%,10,24%,5,32%,43,32%,21,32%,22,31%,37,41%,17,26%,20,32%,43,30%,3,25%,5,36%,31,22%,4,35%,34,24%,11,54%,20,21%,3,32%,43,42%,28,22%,15,32%,43,25%,3,36%,20,31%,10,30%,6,29%,4,25%,74,23%,32,27%,42,31%,12,23%,8,29%,12,27%,10,32%,43,33%,16,30%,17,34%,10
,4 [=4],32%,135,34%,99,35%,67,36%,56,31%,11,37%,49,43%,21,47%,20,20%,8,34%,99,36%,14,29%,11,35%,53,33%,21,35%,67,38%,28,42%,29,21%,10,34%,99,31%,39,36%,60,34%,99,34%,21,33%,31,32%,27,37%,20,34%,99,35%,48,33%,51,26%,10,31%,11,36%,15,41%,15,34%,99,43%,15,27%,20,35%,64,,,27%,36,27%,36,23%,6,28%,30,32%,26,31%,11,32%,8,33%,7,27%,36,18%,12,35%,24,28%,33,34%,14,25%,19,27%,36,40%,4,35%,7,21%,18,39%,7,23%,22,22%,10,27%,10,14%,2,27%,36,33%,22,21%,14,27%,36,8%,1,25%,14,31%,10,40%,8,21%,3,34%,99,35%,48,33%,51,26%,10,31%,11,36%,15,41%,15,27%,36,22%,11,32%,18,24%,7
,Extremely aligned [=5],26%,110,25%,72,28%,53,30%,46,19%,7,36%,48,33%,16,26%,11,51%,21,25%,72,28%,11,21%,8,28%,42,17%,11,28%,53,45%,33,19%,13,15%,7,25%,72,17%,21,31%,51,25%,72,25%,15,31%,29,21%,18,19%,10,25%,72,24%,34,25%,38,21%,8,31%,11,24%,10,24%,9,25%,72,34%,12,31%,23,20%,37,,,28%,38,28%,38,31%,8,28%,30,24%,20,31%,11,20%,5,19%,4,28%,38,32%,21,25%,17,32%,38,10%,4,44%,34,28%,38,30%,3,40%,8,24%,21,33%,6,25%,24,44%,20,5%,2,14%,2,28%,38,13%,9,43%,29,28%,38,58%,7,32%,18,28%,9,15%,3,7%,1,25%,72,24%,34,25%,38,21%,8,31%,11,24%,10,24%,9,28%,38,27%,13,34%,19,21%,6
,Top 2 Boxes [4-5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bottom 3 Boxes [1-3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comparisons of Column Proportionsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Total Consumer,Usership,,Suatainability advocacy,,,CRC/ CPN awareness,,,,NPS,,,Gender,,Age,,,,Region,,,,,,Income,,,Total Investor,,Investment,,highest proportion investment,,,Industry,,Suatainability advocacy,,CRC/ CPN awareness,,,,NPS,,,Gender,,Age,,,,,Region,,,,,,Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Total Consumer,CRC user,Non CRC user,Will buy the product/service even if it is more expensive than the regular product/service,Will buy the product/service even if it is much more expensive than the regular product/service,Will buy the product/service regardless of the price,CRC Aware,CPN Aware,Both CRC and CPN Aware,Non-aware,Promoter,Passive,Detector,Male,Female,25-29 yrs,30-39 yrs,40-49 yrs,50-55 yrs,GBKK,UPC [Net],Central,North,South,Northeast,A/A+,B,C,Total Investor,2,CRC invester,CRC non invester,PTT,CPALL,OR,Retail,Non retail,4,5,CRC Aware,CPN Aware,Both CRC and CPN Aware,Non-aware,Promoter,Passive,Detector,Male,Female,25-29 yrs,30-39 yrs,40-49 yrs,50-55 yrs,>55 yrs,GBKK,UPC [Net],Central,North,South,Northeast,A/A+,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(A),(A),(A),(B),(A),(B),(C),(A),(B),(C),(D),(A),(B),(C),(A),(B),(A),(B),(C),(D),(A),(B),(C),(D),(E),(F),(A),(B),(C),(A),(B),(A),(B),(A),(B),(C),(A),(B),(A),(B),(A),(B),(C),(D),(A),(B),(C),(A),(B),(A),(B),(C),(D),(E),(A),(B),(C),(D),(E),(F),(A),(B),(C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1) TRUE,Not at all alignedl [=1],.,.,,,.a,.a,,,,,,.a,,,,,,,,,,,,.a,,,,.a,,".a,b",,,,.a,.a,,,,,,.a,.a,,,,,,,,.a,,,,.a,,,,.a,,,,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2 [=2],.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,".a,b",,,,,,,,,B( .000),,,.a,,,,A( .019),,,,.a,,,,,,,,,,,,,B( .012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3 [=3],.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,".a,b",,,,,,,,,B( .000),,B( .039),,B( .038),,,,A( .001),,,,,,,,,,,,,,,,B( .015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 [=4],.,.,B( .049),,,,,,,,,,,,,,,,,,,,,,,,,,,".a,b",,,,,,,,,B( .022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Extremely aligned [=5],.,.,,,,,,,,,,"B( .000)
C( .001)",,,,,,,,,,,,,,,,,,".a,b",,,,,,,,,,A( .000),,C( .002),,C( .004),"B( .001)
C( .013)",,,,,D( .041),,,,,,,,,,,,A( .029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Top 2 Boxes [4-5],.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,".a,b",.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bottom 3 Boxes [1-3],.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,".a,b",.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2) PTT OR,Not at all alignedl [=1],.,.,,A( .023),.a,.a,.a,.a,,,,.a,,,,,,,,,,,,.a,,.a,.a,,,".a,b",,,,.a,,,,,,,.a,.a,,,,,,,,.a,,.a,,,,,,.a,,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2 [=2],.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,".a,b",,.a,,.a,,,,,,,,,,,,,,,,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3 [=3],.,.,,,,,,,,,,,,A( .003),,,,,,,,,,,,,,,,".a,b",,,,,,,,,B( .011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 [=4],.,.,,,,C( .047),,,,,,,,,,,,,,,,,,,,,,,,".a,b",,,,,,,,,B( .002),,"B( .004)
D( .027)",,,,,,,B( .043),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Extremely aligned [=5],.,.,,,,,"A( .011)
B( .001)",,,,,"B( .003)
C( .003)",,,,,,,,,,,,,,,,,,".a,b",,,,,,,,,,A( .000),,"A( .016)
C( .002)",,C( .013),"B( .011)
C( .049)",,,,A( .020),,,,,,,,,,,,,A( .023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Top 2 Boxes [4-5],.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,".a,b",.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bottom 3 Boxes [1-3],.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,".a,b",.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3) HOMEPRO,Not at all alignedl [=1],.,.,,.a,.a,.a,.a,.a,,,,.a,,,,,,,,,,,,,,.a,.a,,,".a,b",,,,.a,.a,,,,.a,,.a,.a,,.a,,.a,,,,.a,,.a,,.a,,,,,,.a,,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2 [=2],.,.,,A( .019),.a,,,,,,,,,A( .050),,,,,,,,,,,,,,,,".a,b",,.a,,,,,,,B( .010),,.a,.a,,,,,,,,.a,,,,B( .001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3 [=3],.,.,,,,,,,,,,,A( .011),A( .001),,,,,,,,,,,,,,,,".a,b",,,,,,,,,B( .001),,,,,,,A( .040),,B( .022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 [=4],.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,".a,b",,B( .005),,,,,,,,,,,,,,,,B( .026),,,,,,,,,,,,,B( .035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Extremely aligned [=5],.,.,B( .050),,,,,,,,,"B( .000)
C( .002)",,,,,,,,,,,,,,,,,,".a,b",,,,,C( .034),,B( .003),,,A( .000),,"A( .003)
C( .000)",,,B( .008),,,,A( .000),,,,,,,,,,,,,A( .002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
